step,fl_shoulder_joint_rad,fr_shoulder_joint_rad,bl_shoulder_joint_rad,br_shoulder_joint_rad,fl_thigh_joint_rad,fr_thigh_joint_rad,bl_thigh_joint_rad,br_thigh_joint_rad,fl_calf_joint_rad,fr_calf_joint_rad,bl_calf_joint_rad,br_calf_joint_rad,fl_shoulder_joint_deg,fr_shoulder_joint_deg,bl_shoulder_joint_deg,br_shoulder_joint_deg,fl_thigh_joint_deg,fr_thigh_joint_deg,bl_thigh_joint_deg,br_thigh_joint_deg,fl_calf_joint_deg,fr_calf_joint_deg,bl_calf_joint_deg,br_calf_joint_deg,fl_shoulder_joint_servo,fr_shoulder_joint_servo,bl_shoulder_joint_servo,br_shoulder_joint_servo,fl_thigh_joint_servo,fr_thigh_joint_servo,bl_thigh_joint_servo,br_thigh_joint_servo,fl_calf_joint_servo,fr_calf_joint_servo,bl_calf_joint_servo,br_calf_joint_servo
140,0.250545,-0.300000,0.300000,-0.300000,0.599682,-1.200000,0.131658,0.065327,1.215804,1.144956,-0.150000,1.478356,14.355,-17.189,17.189,-17.189,34.359,-68.755,7.543,3.743,69.660,65.601,-8.594,84.704,2210.3,1851.4,2242.6,2242.6,1656.1,2829.3,2132.8,2089.6,2839.6,1300.6,2144.8,1083.3
141,-0.221531,-0.300000,0.300000,-0.183052,-0.281987,-1.200000,-0.828147,-0.237397,1.570796,0.380736,-0.150000,1.570796,-12.693,-17.189,17.189,-10.488,-16.157,-68.755,-47.449,-13.602,90.000,21.815,-8.594,90.000,1902.6,1851.4,2242.6,2166.3,2230.8,2829.3,1507.1,1892.2,3071.0,1798.8,2144.8,1023.0
142,-0.288749,-0.300000,0.300000,0.166470,-0.729419,-0.732945,-1.076284,-1.200000,1.570796,0.647310,-0.150000,1.419886,-16.544,-17.189,17.189,9.538,-41.793,-41.995,-61.667,-68.755,90.000,37.088,-8.594,81.353,1858.8,1851.4,2242.6,1938.5,2522.5,2524.8,1345.4,1264.7,3071.0,1625.0,2144.8,1121.4
143,-0.300000,-0.300000,0.300000,-0.036908,-0.688203,-0.295393,-0.717174,-0.483454,1.570796,0.962624,-0.150000,1.492031,-17.189,-17.189,17.189,-2.115,-39.431,-16.925,-41.091,-27.700,90.000,55.154,-8.594,85.487,1851.4,1851.4,2242.6,2071.1,2495.6,2239.6,1579.5,1731.8,3071.0,1419.5,2144.8,1074.3
144,-0.300000,-0.300000,0.300000,-0.233856,-0.424560,0.033365,-0.474783,-0.012730,1.570796,0.956729,-0.150000,1.501270,-17.189,-17.189,17.189,-13.399,-24.326,1.912,-27.203,-0.729,90.000,54.817,-8.594,86.016,1851.4,1851.4,2242.6,2199.5,2323.8,2025.2,1737.5,2038.7,3071.0,1423.3,2144.8,1068.3
145,-0.289829,-0.300000,0.300000,-0.300000,-0.538343,-0.280074,-0.382123,-0.116499,1.082561,1.220688,-0.150000,1.570796,-16.606,-17.189,17.189,-17.189,-30.845,-16.047,-21.894,-6.675,62.026,69.940,-8.594,90.000,1858.1,1851.4,2242.6,2242.6,2397.9,2229.6,1797.9,1971.1,2752.7,1251.2,2144.8,1023.0
146,-0.068711,-0.300000,0.300000,-0.300000,-0.440671,-0.368247,-0.141597,0.053964,0.520453,1.570796,-0.150000,1.570796,-3.937,-17.189,17.189,-17.189,-25.249,-21.099,-8.113,3.092,29.820,90.000,-8.594,90.000,2002.2,1851.4,2242.6,2242.6,2334.3,2287.1,1954.7,2082.2,2386.3,1023.0,2144.8,1023.0
147,-0.065499,-0.086946,-0.286109,-0.236784,0.038835,-0.854116,0.002101,0.600000,-0.137549,1.570796,-0.150000,1.570796,-3.753,-4.982,-16.393,-13.567,2.225,-48.937,0.120,34.377,-7.881,90.000,-8.594,90.000,2004.3,1990.3,1860.5,2201.4,2021.7,2603.8,2048.4,2438.1,1957.3,1023.0,2144.8,1023.0
148,0.116796,-0.228971,-0.300000,0.300000,-0.478243,-0.928376,0.097719,0.600000,1.006531,-0.150000,-0.150000,0.645369,6.692,-13.119,-17.189,17.189,-27.401,-53.192,5.599,34.377,57.670,-8.594,-8.594,36.977,2123.1,1897.7,1851.4,1851.4,2358.8,2652.2,2110.7,2438.1,2703.2,2144.8,2144.8,1626.3
149,0.098469,0.000076,-0.300000,0.044233,-0.082768,-0.530911,0.222331,0.581435,1.570796,-0.150000,1.060479,-0.150000,5.642,0.004,-17.189,2.534,-4.742,-30.419,12.739,33.314,90.000,-8.594,60.761,-8.594,2111.2,2047.0,1851.4,2018.2,2101.0,2393.1,2191.9,2426.0,3071.0,2144.8,1355.7,2144.8
150,0.238105,0.253997,-0.300000,0.300000,0.150521,-0.682547,0.350499,-0.192317,0.592746,-0.150000,0.977595,-0.150000,13.642,14.553,-17.189,17.189,8.624,-39.107,20.082,-11.019,33.962,-8.594,56.012,-8.594,2202.2,2212.6,1851.4,1851.4,1948.9,2492.0,2275.5,1921.6,2433.4,2144.8,1409.7,2144.8
151,0.156436,0.195028,-0.300000,0.300000,0.249593,-0.435062,0.158247,0.114149,0.871470,-0.150000,0.876515,-0.150000,8.963,11.174,-17.189,17.189,14.301,-24.927,9.067,6.540,49.932,-8.594,50.221,-8.594,2149.0,2174.1,1851.4,1851.4,1884.3,2330.6,2150.2,2121.4,2615.1,2144.8,1475.6,2144.8
152,0.135863,0.167673,-0.300000,0.300000,0.228883,-0.508266,0.430553,0.072898,0.504116,-0.150000,0.779943,-0.134297,7.784,9.607,-17.189,17.189,13.114,-29.122,24.669,4.177,28.884,-8.594,44.687,-7.695,2135.6,2156.3,1851.4,1851.4,1897.8,2378.3,2327.7,2094.5,2375.6,2144.8,1538.6,2134.5
153,0.087607,0.028930,-0.300000,0.300000,0.600000,-0.913496,0.184188,0.600000,0.742593,-0.150000,0.637890,-0.150000,5.020,1.658,-17.189,17.189,34.377,-52.339,10.553,34.377,42.547,-8.594,36.548,-8.594,2104.1,2065.9,1851.4,1851.4,1655.9,2642.5,2167.1,2438.1,2531.1,2144.8,1631.2,2144.8
154,0.075798,0.041447,-0.300000,0.300000,0.543784,-0.817696,0.313946,0.600000,0.590525,-0.131228,0.538957,-0.150000,4.343,2.375,-17.189,17.189,31.157,-46.851,17.988,34.377,33.835,-7.519,30.880,-8.594,2096.4,2074.0,1851.4,1851.4,1692.5,2580.1,2251.7,2438.1,2432.0,2132.5,1695.7,2144.8
155,-0.086103,-0.054885,-0.300000,0.300000,0.600000,-0.985548,0.187647,0.600000,0.721137,-0.065966,0.554240,-0.150000,-4.933,-3.145,-17.189,17.189,34.377,-56.468,10.751,34.377,41.318,-3.780,31.756,-8.594,1990.9,2011.2,1851.4,1851.4,1655.9,2689.5,2169.3,2438.1,2517.1,2090.0,1685.7,2144.8
156,-0.300000,-0.300000,-0.125849,-0.169461,0.600000,-0.981259,0.600000,0.600000,-0.150000,1.448115,1.132869,-0.000502,-17.189,-17.189,-7.211,-9.709,34.377,-56.222,34.377,34.377,-8.594,82.971,64.909,-0.029,1851.4,1851.4,1965.0,2157.5,1655.9,2686.7,2438.1,2438.1,1949.2,1103.0,1308.5,2047.3
157,-0.135243,-0.300000,0.300000,-0.300000,0.269865,-1.200000,0.081229,-0.277274,0.410507,1.279911,-0.150000,1.570796,-7.749,-17.189,17.189,-17.189,15.462,-68.755,4.654,-15.887,23.520,73.333,-8.594,90.000,1958.8,1851.4,2242.6,2242.6,1871.1,2829.3,2100.0,1866.2,2314.6,1212.6,2144.8,1023.0
158,-0.107116,-0.300000,0.300000,-0.011581,-0.375413,-0.835561,-0.837997,-0.665443,0.671153,1.141032,-0.150000,1.570796,-6.137,-17.189,17.189,-0.664,-21.510,-47.874,-48.014,-38.127,38.454,65.376,-8.594,90.000,1977.2,1851.4,2242.6,2054.5,2291.7,2591.7,1500.7,1613.2,2484.5,1303.2,2144.8,1023.0
159,-0.300000,-0.300000,0.300000,-0.077995,-0.176493,-0.443267,-0.651035,-0.120487,0.843170,1.084245,-0.150000,1.570796,-17.189,-17.189,17.189,-4.469,-10.112,-25.397,-37.302,-6.903,48.310,62.123,-8.594,90.000,1851.4,1851.4,2242.6,2097.8,2162.1,2336.0,1622.6,1968.5,2596.7,1340.2,2144.8,1023.0
160,-0.234850,-0.300000,0.300000,-0.300000,-0.439034,-0.335931,-0.280051,-0.182616,0.906606,1.282420,-0.150000,1.570796,-13.456,-17.189,17.189,-17.189,-25.155,-19.247,-16.046,-10.463,51.945,73.477,-8.594,90.000,1893.9,1851.4,2242.6,2242.6,2333.2,2266.0,1864.4,1928.0,2638.0,1211.0,2144.8,1023.0
161,-0.017099,-0.300000,0.300000,-0.300000,-0.635975,-0.738503,-0.426673,-0.429669,0.921690,1.292628,-0.150000,1.570796,-0.980,-17.189,17.189,-17.189,-36.439,-42.313,-24.447,-24.618,52.809,74.062,-8.594,90.000,2035.9,1851.4,2242.6,2242.6,2461.6,2528.4,1768.9,1766.9,2647.8,1204.3,2144.8,1023.0
162,0.060662,-0.300000,0.300000,-0.300000,-0.477241,-0.547800,-0.288555,-0.158581,0.450757,1.570796,-0.150000,1.570796,3.476,-17.189,17.189,-17.189,-27.344,-31.387,-16.533,-9.086,25.826,90.000,-8.594,90.000,2086.5,1851.4,2242.6,2242.6,2358.1,2404.1,1858.9,1943.6,2340.8,1023.0,2144.8,1023.0
163,0.236017,-0.300000,-0.300000,-0.256954,-0.165801,-0.677492,0.105239,0.534918,0.557293,1.570796,-0.150000,1.570796,13.523,-17.189,-17.189,-14.722,-9.500,-38.817,6.030,30.649,31.931,90.000,-8.594,90.000,2200.9,1851.4,1851.4,2214.5,2155.1,2488.7,2115.6,2395.7,2410.3,1023.0,2144.8,1023.0
164,-0.045832,-0.208247,-0.300000,-0.225895,-0.156808,-0.678604,-0.253205,0.600000,1.473817,-0.150000,0.971493,-0.150000,-2.626,-11.932,-17.189,-12.943,-8.984,-38.881,-14.508,34.377,84.443,-8.594,55.662,-8.594,2017.1,1911.2,1851.4,2194.3,2149.2,2489.4,1881.9,2438.1,3007.8,2144.8,1413.7,2144.8
165,0.300000,0.157272,-0.300000,0.300000,0.255467,-0.714883,0.131394,-0.406998,0.367313,0.228100,0.970841,-0.150000,17.189,9.011,-17.189,17.189,14.637,-40.960,7.528,-23.319,21.045,13.069,55.625,-8.594,2242.6,2149.5,1851.4,1851.4,1880.5,2513.0,2132.7,1781.7,2286.5,1898.3,1414.1,2144.8
166,0.232230,0.158184,-0.300000,0.300000,0.082675,-0.591908,0.600000,0.064191,0.574570,-0.150000,0.803012,-0.150000,13.306,9.063,-17.189,17.189,4.737,-33.914,34.377,3.678,32.920,-8.594,46.009,-8.594,2198.4,2150.1,1851.4,1851.4,1993.1,2432.9,2438.1,2088.8,2421.6,2144.8,1523.5,2144.8
167,0.292181,0.201540,-0.300000,0.300000,0.233108,-0.243921,0.241613,0.196547,0.539004,0.152664,0.733736,-0.150000,16.741,11.547,-17.189,17.189,13.356,-13.976,13.843,11.261,30.883,8.747,42.040,-8.594,2237.5,2178.4,1851.4,1851.4,1895.0,2206.0,2204.5,2175.1,2398.4,1947.5,1568.7,2144.8
168,0.103998,0.267151,-0.300000,0.300000,0.049637,-0.513301,0.139114,-0.047529,0.510251,-0.150000,0.350951,-0.150000,5.959,15.307,-17.189,17.189,2.844,-29.410,7.971,-2.723,29.235,-8.594,20.108,-8.594,2114.8,2221.2,1851.4,1851.4,2014.6,2381.6,2137.7,2016.0,2379.6,2144.8,1818.2,2144.8
169,0.049177,-0.044277,-0.300000,0.300000,0.600000,-1.078457,0.224530,0.600000,0.518573,-0.150000,0.648700,-0.150000,2.818,-2.537,-17.189,17.189,34.377,-61.791,12.865,34.377,29.712,-8.594,37.168,-8.594,2079.1,2018.1,1851.4,1851.4,1655.9,2750.0,2193.4,2438.1,2385.1,2144.8,1624.1,2144.8
170,-0.099094,-0.121561,-0.300000,0.235955,0.600000,-1.177239,-0.060795,0.600000,0.661166,0.388153,0.528879,-0.150000,-5.678,-6.965,-17.189,13.519,34.377,-67.451,-3.483,34.377,37.882,22.240,30.303,-8.594,1982.4,1967.8,1851.4,1893.2,1655.9,2814.4,2007.4,2438.1,2478.0,1794.0,1702.2,2144.8
171,-0.300000,-0.300000,0.031539,-0.057615,0.600000,-0.887564,0.600000,0.600000,-0.119409,1.318027,0.736114,-0.150000,-17.189,-17.189,1.807,-3.301,34.377,-50.854,34.377,34.377,-6.842,75.517,42.176,-8.594,1851.4,1851.4,2067.6,2084.6,1655.9,2625.6,2438.1,2438.1,1969.2,1187.8,1567.1,2144.8
172,-0.047482,-0.300000,0.300000,-0.015802,-0.177019,-1.200000,-0.528059,-0.480275,0.390032,1.570796,-0.019906,1.570796,-2.720,-17.189,17.189,-0.905,-10.142,-68.755,-30.256,-27.518,22.347,90.000,-1.141,90.000,2016.0,1851.4,2242.6,2057.3,2162.4,2829.3,1702.8,1733.9,2301.3,1023.0,2060.0,1023.0
173,-0.300000,-0.300000,0.300000,0.072494,-0.218912,-0.754878,-0.791186,-0.223237,0.165161,0.889144,-0.150000,1.570796,-17.189,-17.189,17.189,4.154,-12.543,-43.251,-45.332,-12.791,9.463,50.944,-8.594,90.000,1851.4,1851.4,2242.6,1999.7,2189.7,2539.1,1531.2,1901.5,2154.7,1467.4,2144.8,1023.0
174,-0.300000,-0.300000,0.300000,-0.300000,-0.119395,-0.098059,-0.356712,-0.353669,0.977483,1.150615,-0.150000,1.570796,-17.189,-17.189,17.189,-17.189,-6.841,-5.618,-20.438,-20.264,56.006,65.925,-8.594,90.000,1851.4,1851.4,2242.6,2242.6,2124.8,2110.9,1814.5,1816.4,2684.2,1296.9,2144.8,1023.0
175,-0.047564,-0.300000,0.300000,-0.288124,-0.465226,-0.717446,-0.247721,-0.311615,0.849267,1.457218,-0.150000,1.570796,-2.725,-17.189,17.189,-16.508,-26.656,-41.107,-14.193,-17.854,48.659,83.492,-8.594,90.000,2016.0,1851.4,2242.6,2234.8,2350.3,2514.7,1885.5,1843.9,2600.6,1097.0,2144.8,1023.0
176,-0.016818,-0.300000,0.300000,-0.300000,-0.360514,-0.518360,-0.201727,-0.250253,0.462884,1.393573,-0.150000,1.570796,-0.964,-17.189,17.189,-17.189,-20.656,-29.700,-11.558,-14.338,26.521,79.846,-8.594,90.000,2036.0,1851.4,2242.6,2242.6,2282.0,2384.9,1915.5,1883.9,2348.8,1138.5,2144.8,1023.0
177,0.223271,-0.300000,0.206404,-0.207052,-0.122657,-0.897148,0.005058,-0.049635,0.262329,1.570796,-0.150000,1.570796,12.792,-17.189,11.826,-11.863,-7.028,-51.403,0.290,-2.844,15.030,90.000,-8.594,90.000,2192.6,1851.4,2181.6,2182.0,2127.0,2631.8,2050.3,2014.6,2218.0,1023.0,2144.8,1023.0
178,0.084080,-0.300000,-0.300000,0.300000,0.558953,-0.780952,0.069171,0.600000,1.317639,0.933974,-0.150000,1.047634,4.817,-17.189,-17.189,17.189,32.026,-44.745,3.963,34.377,75.495,53.513,-8.594,60.025,2101.8,1851.4,1851.4,1851.4,1682.6,2556.1,2092.1,2438.1,2906.0,1438.1,2144.8,1364.0
179,0.086985,0.028273,-0.300000,-0.024800,-0.376528,-0.466039,0.285354,0.268016,1.422518,-0.150000,1.078317,-0.150000,4.984,1.620,-17.189,-1.421,-21.573,-26.702,16.350,15.356,81.504,-8.594,61.783,-8.594,2103.7,2065.4,1851.4,2063.2,2292.5,2350.8,2233.0,2221.7,2974.3,2144.8,1344.0,2144.8
180,0.073460,0.248441,-0.300000,0.300000,0.047486,-0.670941,0.311954,0.090012,1.059381,-0.150000,0.913895,-0.150000,4.209,14.235,-17.189,17.189,2.721,-38.442,17.874,5.157,60.698,-8.594,52.362,-8.594,2094.9,2209.0,1851.4,1851.4,2016.0,2484.4,2250.4,2105.7,2737.6,2144.8,1451.2,2144.8
181,-0.073071,0.300000,-0.300000,0.126894,0.528981,-0.616758,-0.004223,0.600000,1.474257,-0.150000,0.597038,-0.150000,-4.187,17.189,-17.189,7.271,30.308,-35.338,-0.242,34.377,84.469,-8.594,34.208,-8.594,1999.4,2242.6,1851.4,1964.3,1702.2,2449.1,2044.2,2438.1,3008.1,2144.8,1657.8,2144.8
182,-0.207068,0.300000,-0.300000,0.042060,0.600000,-0.762129,-0.056569,0.586871,1.570796,-0.150000,0.285414,-0.150000,-11.864,17.189,-17.189,2.410,34.377,-43.667,-3.241,33.625,90.000,-8.594,16.353,-8.594,1912.0,2242.6,1851.4,2019.6,1655.9,2543.8,2010.1,2429.6,3071.0,2144.8,1860.9,2144.8
183,-0.123454,-0.122041,-0.300000,0.153886,0.490765,-1.200000,-0.287220,0.600000,1.042836,-0.150000,0.023600,-0.150000,-7.073,-6.992,-17.189,8.817,28.119,-68.755,-16.457,34.377,59.750,-8.594,1.352,-8.594,1966.5,1967.4,1851.4,1946.7,1727.1,2829.3,1859.8,2438.1,2726.8,2144.8,2031.6,2144.8
